Title,Plot
Nadi Vahate,"Should I save my river and how? These are the questions that drive this entire film. It focuses on the relationship between a river and people along its banks with respect to their life, needs, desires and greed. Saving small rivers flowing through different villages is the need of the hour. It is the only way to sustainable development. Smaller, indigenous businesses and efforts along the river banks are very important. These efforts will lead villages to become self dependent and also balance of development will be achieved. This film is a journey of people's constructive resistance to save their river and to become self sufficient.[citation needed]"
Murder at Monte Carlo,"A Fleet Street reporter (Errol Flynn) investigates the claim of Dr Becker, a professor of mathematics, to possess an infallible system of beating the roulette wheel at Monte Carlo. He refuses to take his fiancee Gilian (Eve Gray) along, but she decides to go anyway and report on the story for a rival paper. Dr Becker winds up dead and it looks like suicide, but Gilian is convinced it is murder. The finale involves Gilian getting all the suspects into one room and re-enacting the crime.[3]"
Genocidal Organ,"When Sarajevo was destroyed by a homemade nuclear weapon, the leading democracies of the world transformed into surveillance states, while developing countries endured a multitude of genocides. Intelligence agent Clavis Shepherd must track down the man who seems to be responsible, American John Paul."
Manpower,"A leg injury causes Los Angeles power line worker Hank McHenry to give up field work and accept a promotion to foreman. His crew includes good friend Johnny Marshall and old Pop Duval. Pop is killed during an ice storm. His daughter Fay's seeming indifference irritates Johnny, but Hank is attracted to her. A hostess in a nightclub, Fay accepts money from Hank and also his marriage proposal, even though she does not love him. Before a project that takes them to Boulder Dam, an injury befalls Johnny. He is taken into Hank's home, where Fay makes a play for him. Johnny resists her. Fay decides to leave Hank, but after she is arrested in a raid at the club, Johnny pays her bail and Hank misconstrues the situation, believing Johnny has betrayed him. During a work emergency, Hank climbs with his bad leg to reach Johnny and start a fight, during which Hank falls to his death. Johnny is left to decide whether he is attracted to Fay or repelled by her."
To Live and Die in L.A.,"Richard Chance and Jimmy Hart are United States Secret Service agents assigned as counterfeiting investigators in its Los Angeles field office. Chance has a reputation for reckless behavior, while Hart is three days away from retirement. Alone, Hart stakes out a warehouse in the desert thought to be a print house of counterfeiter Rick Masters. After Masters and Jack, his bodyguard, kill Hart, Chance explains to his new partner, John Vukovich, that he will take Masters down no matter what. The two agents attempt to get information on Masters by putting one of his criminal associates, attorney Max Waxman, under surveillance. Vukovich falls asleep on watch, and consequently they fail to catch Masters in the act of murdering Waxman. While Vukovich wants to go by the book, Chance becomes increasingly reckless and unethical in his efforts to catch Masters. While Chance relies on his sexual-extortion relationship with parolee/informant Ruth for information, Vukovich meets privately with Masters' attorney, Bob Grimes. Grimes, acknowledging a potential conflict of interest that could ruin his legal practice, agrees to set up a meeting between his client and the two agents, who engage Masters by posing as bankers from Palm Springs interested in Masters' counterfeiting services. Masters is reluctant to work with them, but ultimately agrees to print them $1,000,000 worth of fake bills. In turn, Masters demands $30,000 in front money, which is three times the authorized agency limit for buy money. To get the cash, Chance persuades Vukovich to aid him in robbing Thomas Ling, a man whom Ruth previously told Chance is bringing $50,000 cash to purchase stolen diamonds. Chance and Vukovich intercept Ling at the train station and seize the cash in an industrial area. Ling's cover people follow them, though, open fire and accidentally shoot Ling. Chance and Vukovich try to evade them through the streets, freeways and even one of the flood control channels, before a final escape by going the wrong way on the freeway. The next day, the end of their daily briefing includes an FBI bulletin that Ling was its undercover agent, kidnapped, robbed and murdered while on a sting operation. Only a generic description of the assailants and their vehicle is given. While Chance and Vukovich did not kill Ling, Vukovich is nonetheless consumed by guilt, while Chance is apathetic and focused solely on getting Masters. Unable to persuade Chance to come clean about their role in Ling's death, Vukovich meets with Grimes, who advises him to turn himself in and testify against Chance in exchange for a lighter sentence. Vukovich refuses to implicate his partner. Chance and Vukovich meet with Masters for the exchange. After inspecting the counterfeit million, the agents attempt to arrest Masters and Jack, but Jack pulls a shotgun. Jack and Chance fatally shoot each other, and Masters escapes. Vukovich gives chase, going to a warehouse a previous informant had told them about. By the time he arrives, Masters has set fire to everything inside, destroying all evidence. Vukovich confronts Masters and during a brief struggle, Masters asks Vukovich why he did not take Grimes' advice to turn his partner in, revealing that Grimes was working on Masters' behalf all along. While Vukovich is stunned at the revelation, Masters grabs a board and knocks him unconscious. Masters then covers Vukovich with shredded paper and is about to set him on fire when Vukovich wakes up and shoots Masters. Masters drops his lighter and accidentally sets himself ablaze, while Vukovich empties his gun on the burning man, killing him. Vukovich visits Ruth as she packs up to leave L.A. He mentions Chance's death, deducing she had known all along that Ling was FBI. He knows Chance had left her with the remaining cash that his agency now wants back, but Ruth says she needed it to pay debts she owed. Vukovich declares that Ruth is working for him now, turning into the same ""whatever it takes"" agent that his partner was."
Ishq Par Zor Nahin,"Amar Doraiswamy is the only child of multi-millionaire shipping company owner who lives in a palatial house in Goa, India. Amar introduces a close, but poor friend, Ram, to his father, who employs him conditionally. Amar falls in love with a woman named Sushma Rai, and asks Ram to pen a love letter and poem for her. Sushma gets to read the letter and the poem, and thinking that Ram is Amar, falls in love with him. She meets him, and he is also unknowingly attracted to her, both feel that they are inseparable soul-mates. Then Ram gets a shock when he finds out that Sushma is Amar's intended and decides to stay away from her. But Sushma has other plans, for she intends to marry Ram at any cost, not realizing that by doing this, she is placing not only Ram's life, but also the lives of two other individuals, namely Uma Devi and Lalit, in jeopardy."
One Flew Over the Cuckoo's Nest,"In 1963 Oregon, recidivist criminal Randle McMurphy is moved to a mental institution after serving a short sentence on a prison farm for statutory rape of a 15-year-old. Though not actually mentally ill, McMurphy hopes to avoid hard labor and serve the rest of his sentence in a relaxed environment. Upon arriving at the hospital, he finds the ward run by the steely, strict Nurse Ratched, who subtly suppresses the actions of her patients through a passive-aggressive routine, intimidating the patients. The other patients include anxious, stuttering Billy Bibbit; Charlie Cheswick, who is prone to childish tantrums; delusional Martini; the well-educated, paranoid Dale Harding; belligerent Max Taber; epileptic Jim Sefelt; and “Chief” Bromden, a tall Native American believed to be deaf and mute. Ratched soon sees McMurphy’s lively, rebellious presence to be a threat to her authority, confiscating the patients’ cigarettes and rationing them. During his time in the ward, McMurphy gets into a battle of wits with Ratched. He steals a hospital bus, escaping with several patients to go on a fishing trip, encouraging his friends to become more self-confident. McMurphy learns his sentence may become indefinite, and he makes plans to escape, exhorting Chief to throw a hydrotherapy cart through a window. He, Chief, and Cheswick get into a fight with the orderlies after the latter becomes agitated over his stolen cigarettes. Ratched sends them to the “shock shop,” and McMurphy discovers Chief can actually speak, feigning being deaf and mute to avoid engaging with anyone. After being subjected to electroconvulsive therapy, McMurphy returns to the ward pretending to have brain damage, but reveals the treatment has charged him up even more. McMurphy and Chief make plans to escape, but decide to throw a secret Christmas party for their friends after Ratched leaves for the night. McMurphy sneaks two women, Candy and Rose, into the ward, and bribes the night guard. After a night of partying, McMurphy and Chief prepare to escape, inviting Billy to come with them. He refuses, not ready to leave the hospital. McMurphy instead convinces him to have sex with Candy. Ratched arrives in the morning to find the ward in disarray and most of the patients passed out drunk. She discovers Billy and Candy together, the former now free of his stutter, until Ratched threatens to inform his mother about his escapade. Billy is overwhelmed with fear and locks himself in the doctor’s office and commits suicide. The enraged McMurphy chokes Ratched, before being knocked out by an orderly. Ratched comes back with a neck brace and a scratchy voice. Rumors spread that McMurphy escaped, rather than be taken ""upstairs"". Later that night, Chief sees McMurphy being returned to his bed. He discovers McMurphy has lobotomy scars on his forehead, and smothers his friend with a pillow. Chief finally throws the hydrotherapy cart through the window and escapes into the night, cheered on by Taber."
Kunguma Poovum Konjum Puravum,"Thulasi (Thananya) comes to Muttam village along with her grandmother (Nagamma) after her parent’s desert her. She joins a government school in the village to pursue her studies. Enters Koochan (Ramakrishnan) who falls for her instantly. Koochan's mother Chandra (Agavamma) helps the poor Thulasi to pursue her studies. However coming to know about their romance, Agavamma insults Thulasi and her grandmother and drives them out of the village when Koochan is out on a school tour. A shocked Koochan returns only to meet with a road mishap. Meanwhile, Thulasi, who seeks refuge in a family at Tuticorin is forced to marry a rowdy Drama (Sulile Kumar). On the day of their marriage, he gets arrested by police. His wayward lifestyle invites trouble and he eventually gets arrested for murdering a youth. An annoyed Thulasi returns to Muttam only to see Koochan lost himself in liquor after his love failure. Meanwhile, Koochan resolves to set right Thulasi's life. But things take a turn when Dharma comes to Muttam after getting bail."
Sub Ka Saathi,"A family social film, strongly advocating national integration and economic equality, it tells of a millionaire's son, brought up by a Harijan (untouchable) couple, fighting against the evil machinations of his wealthy father to provide his kin the promised ""uptopia"" and also make his father repent for the manner in which he amassed his wealth."
Confessions of Boston Blackie,"Diane Parrish (Harriet Hilliard) is impatient for the sale of her statue of Augustus Caesar, as she needs the money to help her sick brother. Joe Buchanan, one of the art dealers handling the auction, asks her to stay away, claiming that an emotional attachment to the work might cause her to make a scene. She shows up anyway, and notices that the statue is not hers, but a fake. When Buchanan pulls out a gun to silence her, Boston Blackie (Chester Morris) spots him and fires his own pistol. Parrish is only grazed, but Buchanan accidentally kills his partner and the replica's sculptor, Eric Allison. When Police Inspector Farraday (Richard Lane) arrives, he automatically assumes that Blackie is guilty and takes him into custody. Buchanan hides in the hollow fake statue. Then when the coast is clear, he puts Allison's body (and the incriminating bullet) inside and makes his escape. The replica is purchased by Blackie's wealthy friend, Arthur Manleder (Lloyd Corrigan). Despite lacking a corpse, Farraday keeps Blackie in jail, but not for long. Blackie switches places with an unfortunate ice cream man (William Benedict) and escapes. He goes to see Diane in the hospital to obtain information. To get in undetected, he once again appropriates the unlucky ice cream man's uniform and pretends to be Diane's doctor. When he learns why she needs the money so badly, he arranges for his assistant, the ""Runt"" (George E. Stone), to masquerade as an insurance adjuster to give her $6000 he borrowed from Manleder. The money had initially been intended to pay off a blackmailing Mona (Joan Woodbury), who claims she is Blackie's wife. When Mona shows up and demands the money, Diane realizes that Blackie is her benefactor. Buchanan arranges to buy the statue from an unsuspecting Manleder. Blackie learns about it, and sees a way to unravel the mystery. He follows the movers back to their lair. Sneaking inside, he overpowers Caulder (Kenneth MacDonald), one of Buchanan's henchmen. However, Buchanan returns, with Diane as his prisoner, resulting a Mexican standoff. Meanwhile, both Manleder and the Runt are picked up by the police. Farraday has them released, hoping they will lead him to their friend. The Runt is too experienced to be taken in, but Manleder does return to the crooks' secret underground workshop, where they copy artworks. In the ensuing gunfight, Buchanan is killed, but the shots destroy the electrical circuits controlling the only way in, trapping them all in the soundproof chamber. Fortunately, Blackie comes up with the idea to start a fire in the ventilation shaft, and firemen arrive to let them out."
Borderline,"Pete Ritchie (Raymond Burr) runs a narcotics smuggling operation to the USA from Mexico, which the Los Angeles Police Department and the US federal government have unsuccessfully tried to stop. Because of Ritchie's careful operating procedures, US authorities haven't even been able to find out the identities of his sources or customers and are desperate for a breakthrough. As a last resort, Madeleine Haley (Claire Trevor), an LAPD officer and former OSS operative, is sent undercover to Mexico to charm her way into Ritchie's confidence. Once there, Haley manages to establish contact with Ritchie's gang, but is kidnapped by Johnny Macklin (Fred MacMurray), a federal agent posing as a hoodlum working for a rival of Ritchie's and who also steals a load of Ritchie's narcotics. Haley plays along and joins Macklin on a smuggling trip for the stolen narcotics, with Ritchie in hot pursuit."
The Deep Six,"In September 1942, during World War II, Susan Cahill (Dianne Foster), art director for an ad agency on Madison Avenue run by her fiance, is jealous of his business flirtation with a client's daughter to secure a deal. She accepts an invitation to dinner on Long Island from agency artist Alexander ""Alec"" Austen (Alan Ladd). Susan is disturbed by Alec's obvious feelings for her, but accepts a lunch date the next day anyway. After she leaves, Alec receives a telegram to report for active duty in the U.S. Navy but decides not to tell Susan as their relationship grows. Just before reporting for duty, Alec takes Susan home to meet his mother, a Quaker, revealing to them his hope to marry Susan—and his call up. His mother is hurt that Alec did not disclose his military obligation and saddened that he has disregarded the pacifist tenets of his upbringing. Susan admits she loves Alec, but will not break her engagement. Alec reports aboard his ship, the destroyer USS Poe, at the Brooklyn Navy Yard, with no one to see him off as it departs for San Francisco. The ship's captain, Cmdr. Meredith (James Whitmore), quickly takes a shine to Alec and he is befriended by his roommate and the ship's doctor, Lt. Blanchard (Efrem Zimbalist Jr.), who soon realizes Alec is ""carrying a torch"" for Susan. However, the ship's executive officer, Lt. Comdr. Edge (Keenan Wynn), has an immediate dislike of Alec's Quaker background and objects to his assignment as assistant gunnery officer. Alec introduces himself to the sailors in the gunnery division, catching them gambling but overlooking the offense. Chief Petty Officer ""Frenchy"" Shapiro (William Bendix) congratulates Alec for the way he handled the situation but receives a gentle warning that they best not repeat it. The two become close friends despite their differences in rank when Frenchy reveals that he became estranged from his wife because of his Navy duty. Underway, the ship picks up three survivors from a sunken German submarine, but when Blanchard and Alec attempt to treat them humanely, Edge angrily intervenes. He accuses Alec of being less than a man because he cannot hate, but Alec assures him that he can. In San Francisco, Alec begins drawing a portrait of his Frenchy to give to his daughter. The captain gives Alec a five-day liberty to meet Susan, who has come to California after Blanchard contacted her. They agree to marry immediately and travel to Pebble Beach to stay with Susan's sister, who unfortunately receives notification that her husband has been killed in action. Alec decides to return to the ship and marry Susan only upon his safe return from duty. At sea in the Aleutian Islands, when an aircraft is spotted approaching the ship, the gunners plead for orders to open fire but Alec cannot bring himself to give the command. The plane turns out to be American, apparently justifying the hesitation, but he admits to the captain that he simply froze. Although sympathetic, the captain swaps Alec's assignment with that of the damage control officer. Edge violently condemns Alec and the entire crew save Frenchy shun Alec for being a conscientious objector. During an actual Japanese air attack, a bomb crashes through the deck without exploding. With Frenchy's help, Alec throws the unexploded bomb overboard. At a funeral service for sailors killed in the air attack, the captain reminds the crew that they all might have died without Alec and Frenchy's bravery. The ship docks at Dutch Harbor, where the navy seamen quarrel with those from the Merchant Marine. Alec tries to intervene and is knocked to the ground by a merchant mariner. Mocked for apparently ""turning the other cheek,"" Alec defends himself but is accidentally knocked unconscious by Frenchy when a brawl begins. He admits to Blanchard that he felt an angry urge to kill, but Blanchard reassures him that his response was natural. Alec volunteers to lead a dangerous mission ashore to rescue stranded airmen and their reconnaissance photos of the Japanese-held island, joined by Frenchy and several members of the crew. They link up with the airmen, but cut off along the beach by Japanese soldiers, Alec orders his men to open fire and calls the ship for fire support. Frenchy is forced to kill a Japanese shooting at them when Alec cannot bring himself to fire his own weapon. As Frenchy openly pities his friend, four enemy soldiers emerge and Frenchy is wounded. Alec kills them to protect his friend and is also wounded, but Frenchy dies before they make it back to the ship. Soon after, Alec returns to Susan with Frenchy's portrait to deliver to his daughter."
The Alley Cat (Le Matou),"Florent (Dupire) and his wife Elise (Spaziani) always had one dream: to own a restaurant. When they meet a strange old man, Egon Ratablavasky (Carmet), their dream becomes a reality, but only to quickly turn into a nightmare when they sadly discover they have been tricked by him and lose everything."
"Go West, Young Lady","The town of Headstone eagerly awaits the arrival of their new sheriff, hoping that he will vanquish the dreaded outlaw, Killer Pete, who has murdered the last four sheriffs. Meanwhile, on the stage bound for Headstone, Tex Miller, the new sheriff, is making small talk with fellow passenger and former seminary student Belinda ""Bill"" Pendergast when the stage is attacked by a band of Indians. Taking aim at the Indians, Bill shoots them off their horses and then calmly explains to the astonished Tex that her father always wanted a son and taught her to handle a gun. Back in town, Killer Pete and his gang strike again and rob the Crystal Palace saloon. After the outlaws abscond with the money, Judge Harmon hands saloon owner Jim Pendergast a letter from his recently deceased brother Joe, asking Jim to take care of Joe's progeny Bill. Jim insists that Bill be appointed as the new sheriff until the stage arrives and he discovers that Bill is a girl. Bill scandalizes the women of the town when she insists on living above the saloon with her uncle. Weeks later, Tex visits Bill and asks her to marry him. She sends him to her uncle to ask permission, and in Tex's absence, Killer Pete enters the saloon with guns blazing. Upset that the sound of gunfire has caused a pie baking in her oven to fall, Bill proceeds downstairs and throws the pie at the outlaw, but misses and hits Tex, who has come running into the saloon. Blinded by the pie, the sheriff is unable to pursue the bandits, who hijack a carriage that is tied up outside the saloon. Unknown to the outlaws, Judge Harmon and Hank, the deputy, are hiding in the back of the carriage. Later, Killer Pete visits his girl friend Lola, a dancer at the saloon. The outlaw then removes his disguise and becomes Tom Hannegan, a respected and wealthy rancher. Lola, jealous of Bill's presence in town, demands that Jim send his niece back East. When Jim broaches the topic with Bill, she insists on discussing the issue with Lola. After Bill informs Lola that she intends to remain in Headstone, Lola quits her job at the saloon, and Bill decides to take her place onstage. Embarrassed by his niece's unladylike performance, Jim orders her to return East immediately. Jim relents, however, when Tex asks for his niece's hand in marriage. Jim consents to the union and Tex rushes to tell Bill the good news, but is met by another pie in the face when Bill, unaware of Tex's presence, berates the pie for spoiling her engagement and then throws it. That night, Judge Harmon and Hank return from their buggy ride, having captured one of the bandits. After locking him in jail, they meet Hannegan and blurt out that they have captured bandit Dave Watson, who revealed the location of the gang's hideout. Soon after Hannegan shoots Dave in his jail cell. He arranges for Chief Big Thunder Cloud and his tribe to ambush the posse when they ride to the hideout. In the posse's absence, Hannegan and his gang plan to loot the town. After Tex and the others ride out of Headstone, Bill begins to pack her suitcase and goes to Lola's dressing room to retrieve her costume. When Bill's dog Waffles uncovers Hannegan's disguise there, Bill visits Lola and tricks her into revealing Hannegan's plans. The two women fight and after Bill subdues Lola, the women of the town denounce her for being unfeminine. Bill changes their minds when she tells them of the planned robbery and ambush, and recruits Bertha, one of the wives, to warn the posse. When Hannegan and his gang stride confidently into the saloon, Bill and the women pelt them with pans and brooms. By the time the posse arrives, the women have captured the outlaws, and Bill, in her enthusiasm, flattens Tex with a frying pan."
Just My Luck,"The film follows the life of lucky and popular Ashley Albright (Lindsay Lohan) who has an extremely fortunate life and is always experiencing remarkable strokes of luck in contrast to the life of unlucky and unpopular Jake Hardin (Chris Pine), manager of McFly, who is extremely unsuccessful and followed by bad luck wherever he goes. Persistent in her effort to hold onto a client, Ashley manages to sell Damon Phillips (Faizon Love) on the idea of a masquerade party. Meanwhile, Jake tries to get a music businessman to sign up a band he leads, but due to his usual bad luck it is a disaster and Jake is fired. When Ashley's boss, Peggy, learns of the plan, she is, to Ashley's surprise, impressed with the idea, leaving her with the task of organizing the party independently. Jake, hearing of the party and of the number of possible sponsors who could be there, hatches a plan to attend, in order to meet a very famous man (Phillips) who could rehire him and publicise his band. He poses as a dancer for the masquerade party and gains entry. During the party, Ashley is confronted by a fortune teller who warns her she will soon be struck by bad luck. As Jake wanders around the party, he is taken with Ashley's beauty and asks her to join him in a dance, during which they kiss. Neither can see the other's face, as they are both wearing masks. During the kiss, their luck is switched: Jake gets Ashley's good luck and Ashley gets Jake's bad luck. Jake spots Phillips and saves him from a taxi cab that nearly hit him. As a way of thanking him, Phillips, who is in charge of a major record company, signs up McFly and hires Jake. Jake is surprised that something good actually happened to him. Meanwhile, Ashley's new bad luck kicks in and not only does she break her shoe, tear her dress, and nearly choke on an olive, but she goes to jail (her neighbor turns out to be an escort). Even in jail, Ashley experiences more bad luck (including one of the cell mates punching her in the face). After she gets out, she has even more bad luck, such as a flood in her house, a zit on her face, and causing the power to go out. Fed up and wanting to know why these bad things are happening to her, Ashley goes to the fortune teller, who tells her someone else has her lost good luck and he needed it more. Desperate to regain her luck, Ashley asks more of the fortune teller, who explains that, in order for her life to return to what it was before, she must again kiss the person she kissed at the party. Ashley begins hunting down all the dancers from the company who had supplied the dancers at the party. While on her search, Ashley tries to get some food from a cafe but is rejected because she doesn't have enough money. She creates mass chaos (due to bad luck) and makes a mad dash out of the cafe with the help of Jake, who offers Ashley his previous job as a janitor person at the bowling alley and takes pity on her because he was once in her situation. Ashley, desperate for a job, accepts immediately. Later, Jake takes Ashley to the place where McFly is practicing and Jake gets the deal from Phillips that signs his band up for a new music studio. Jake shares his good fortune with Ashley, even giving her a place to stay. She discovers that Jake is the one who has stolen her luck. Seizing her chance, she kisses him, whereupon he gets his bad luck back; Ashley's good luck has returned. That night, she thinks hard about her life and about how Jake had put his (her) good fortune to use. She decides that her life was more enjoyable without luck and goes to Jake's first concert for McFly, during which things aren't running smoothly. Ashley kisses Jake, given good luck again, and the concert is saved. Ashley decides to end contact with Jake, as she doesn't want their luck to be switched again; she believes Jake put the good luck to better use than she ever did. She goes to the railway station, where Jake finds her and tries to convince her that she was all he wanted since the party and says that even with all his good fortune, it could never buy him happiness. They then kiss each other relentlessly, causing their luck to swap so quickly that they no longer know who has the good luck and who has the bad. When they see Jake's little cousin Katy and both of them kiss her, one on each cheek, at the same time, she gets all the luck and wins a scratch card lottery of twenty-five dollars. Later, when they find a quarter, they decide that they still have some luck left. But only seconds later, they are drenched by a broken water line."
The Wayward Bus,"Alice Chicoy is the wife of driver Johnny. He owns a small and rundown little bus that makes side trips. Alice is the owner of a little restaurant and likes liquor a bit too much. Unhappy with what has become of her life, she decides to ""surprise"" her husband midway through his bus trip. Among the passengers, Camille Oakes is a shamed burlesque dancer on the way to a well-paying job in San Juan. Camille gets caught up in a flirtation with traveling salesman Ernest Horton. Most of the story takes place on the charter bus. Slowly making their way through a treacherous California mountain region, the passengers undergo a variety of life-altering experiences. The journey has its most profound effects upon the iconoclastic salesman and the lonely stripper."
What Planet Are You From?,"A denizen (Garry Shandling) of a faraway planet occupied only by highly evolved males is ordered by his superior, Graydon (Ben Kingsley), to find a female human, impregnate her and bring the baby back to the planet. The visitor to Earth ends up in Phoenix, Arizona, where he assumes the name Harold Anderson and takes a job in a bank. There he meets a womanizing co-worker Perry Gordon (Greg Kinnear), who goes to Alcoholics Anonymous meetings strictly to meet women. Harold accompanies him to one and meets Susan (Annette Bening), a recovering alcoholic. He must marry her before he can try to mate. After their wedding in Las Vegas, Susan finds herself wildly satisfied by Harold, even though men from his planet have no genitals and he has been equipped for his Earth visit with a penis that makes a loud whirring sound whenever he gets an erection. Harold and Susan have a difficult time conceiving a baby. Meanwhile, Roland Jones (John Goodman), an employee of the FAA who learned of Harold's odd behavior on an airplane, has become obsessed with proving him to be an alien and being the first one to find him. When the child is born, Harold, following orders, abandons his wife and returns to his planet, but his sadness over hurting Susan leaves him with guilt and second thoughts even though people from his world theoretically have no emotions, so against the wishes of Graydon, he returns the baby to Susan and tells her the truth. Susan is angry, grateful, and completely disbelieving. Harold offers to prove that he is in fact an alien and does so just as Roland arrives, viewing Harold's ""act of proof"" through the window. Instead of forgiving him and welcoming him back into their relationship, Susan breaks down in tears, saying, ""I thought I had things right but then I married an alien!"" Harold leaves. Once outside, Harold sees Roland, who is delighted to know he was right all along about Harold being an alien. Roland implores Harold to come with him and admit this to his wife, who doesn't believe him about Harold. Harold charitably agrees, but before that can happen, Graydon shows up with a phaser. Holding Harold at gunpoint, he declares he's taking Harold back. Roland pulls his gun on the leader, who brags, ""none of your primitive weapons can hurt me, and I can heal instantly from anything,"" and shoots him in the chest. Graydon falls dead into the fountain. Susan comes outside and says she thinks they should try to patch things up after all. Roland happily walks off with Graydon's alien body. Susan and Harold retake their vows in the wedding she says she always wanted. On the drive home, he tells her that the citizens of his planet want him to take over as leader. They discuss it, but she doesn't want to move since all her friends are here, and she knows nothing about the school system there. Harold grudgingly agrees to make the very long commute."
 Kicking & Screaming,"Phil Weston (Will Ferrell), is an average person who had to endure his father Buck Weston's (Robert Duvall) over-competitiveness throughout his childhood, an upbringing which has left permanent mental scars. Now middle-aged and married, with a young son named Sam, Phil runs a small vitamin store, while Buck operates a local chain of sports stores. Buck is coach of the Gladiators, the most successful little-league soccer team in the district. Sam is on Buck's soccer team, but to his dad's annoyance his grandfather keeps him on the bench, a humiliation he also visited upon his son decades prior. Buck eventually transfers Sam to the Tigers, the league's worst team. At Sam's first game with his new team their coach is absent. Rather than forfeit, Phil decides to coach the team, a position he takes up permanently. However, despite Phil's best efforts the team does not seem to improve. In desperation Phil recruits Mike Ditka (played by himself), who is Buck's neighbor and hated enemy. Enticed by the opportunity to beat Buck, Ditka accepts the position. Despite grueling training, the team continues to lose. Ditka introduces Phil to two exceptionally talented Italian boys working in a local butcher's shop. Phil succeeds in gaining their Uncle's permission for them to play for the Tigers. They have an immediate impact, scoring repeatedly. The resulting winning streak makes them serious contenders in the league. After finally winning a couple of games and Phil said that his team was going to go to the finals, Phil and Buck make a bet, if the Gladiators win then Phil would sell his store and work for Buck. If the Tigers win then Buck would hand over his most prized possession, 'The Pelé Ball', a soccer ball struck by the famous player which Phil caught as a child and Buck took from him. Meanwhile, Ditka also introduces Phil to coffee, which rapidly changes him from a mild-mannered caring dad, to an obnoxious, egotistical, over-competitive coach, not that different from his father, abusing kids and parents alike. The team's mantra becomes ""Get the ball to the Italians"", which, though effective, demoralizes his team. In the ultimate over-competitive act he benches his own son for the entire semi-final game. The Tigers make it to the finals where they face off against the Gladiators. At half-time, the score is two-one to the Gladiators. In a heart-to-heart discussion with his son, Phil realizes the error of his ways. He tells his team to do exactly the opposite of what he taught them. Although the Gladiators score one more goal after half-time, they don't give up hope. Phil gives the goalie a vision test with glasses from the crowd. From there, Ambrose scores one goal—making the score three-two. After another goal, the score is tied. The team rallies and produces a spectacular team performance to win 4-3, with Sam scoring the winning goal against his uncle Bucky (Josh Hutcherson), (Buck's child who was born on the exact day as Sam) using a move that he practiced when his dad benched him in the semi-finals. Honoring the bet, Buck tries to give Phil the ball, but Phil refuses. Making peace with his father, they merge their businesses, realizing there is more to life than winning. The film ends with an adapted version of the ""He's Got Balls"" commercial originally produced by Buck. In it, the entire Tigers team appear, announcing the merger of Phil's vitamin shop—Phil's Pills—and Buck's Sporting Goods Store. The team shouts, after the ""He's got balls"" line, ""And vitamins."" Closing credits are set to a cover The Beatles song We Can Work It Out."
